RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
prgJ#gene2904,MgrR,NC_016810,3038365,3038365,-,NC_016810,1550812,1550843,+,31,595,42975,23575860,28.58224823,5.79E-27,CDS,sRNA
ptsP#gene3036,MgrR,NC_016810,3183384,3183566,-,NC_016810,1550825,1550843,+,31,218,42975,23576237,78.01242956,1.32E-39,CDS,sRNA
yehY#gene2174,MgrR,NC_016810,2257754,2257757,-,NC_016810,1550836,1550843,+,31,418,42975,23576037,40.6855631,1.96E-31,CDS,sRNA
SL1344_1393#gene1415.5UTR,OxyS,NC_016810,1492654,1492706,-,NC_016810,4364306,4364313,-,31,250,1864,23617316,1571.109004,7.45E-80,5UTR,sRNA
focA#gene927.5UTR,SL1344_0601#gene608,NC_016810,1014905,1014905,-,NC_016810,676788,676788,+,31,137,584,23618709,9151.334604,1.10E-102,5UTR,CDS
SL1344_1150#gene1168,STnc440,NC_016810,1253129,1253134,-,NC_016810,4580529,4580530,+,31,68,40541,23578821,265.1431488,3.93E-54,CDS,sRNA
SL1344_2986#gene3041,ubiB#gene4003,NC_016810,3187657,3187657,+,NC_016810,4207042,4207042,+,31,0,156,23619274,inf,2.61E-153,CDS,CDS
SL1344_3112#gene3169,glmU#gene3889.glmS#gene3888.IGR,NC_016810,3321584,3321598,-,NC_016810,4092258,4092258,-,31,4137,4172,23611121,42.40806726,2.30E-32,CDS,IGR
ompD#gene1523,STnc290,NC_016810,1612002,1612002,+,NC_016810,3215645,3215645,-,31,6346,2879,23610205,40.06080935,1.30E-31,CDS,sRNA
STnc440,sipB#gene2916,NC_016810,4580485,4580499,+,NC_016810,3052242,3052382,-,31,37192,1506,23580732,13.05102048,3.67E-17,sRNA,CDS
sopE#gene2725.SL1344_2675#gene2726.IGR,STnc440,NC_016810,2863922,2863922,+,NC_016810,4580531,4580531,+,31,7,40541,23578882,2575.682966,1.20E-72,IGR,sRNA
tRNA-Gln#rna12,STnc740,NC_016810,737785,737791,-,NC_016810,2240291,2240315,-,31,1221,19693,23598516,30.42417721,6.13E-28,tRNA,sRNA
mglA#gene2198,STnc810,NC_016810,2284187,2284187,-,NC_016810,4467939,4467939,-,31,29,8965,23610436,2815.252865,5.50E-83,CDS,sRNA
STnc870,lexA#gene4258,NC_016810,4292542,4292543,+,NC_016810,4481154,4481166,+,31,17175,1398,23600857,30.47091882,5.60E-28,sRNA,CDS
hupB#gene452,flgL#gene1139,NC_016810,507745,507745,+,NC_016810,1224234,1224234,+,31,1499,23397,23594534,20.85505263,4.36E-23,CDS,CDS
pykA#gene1844.5UTR,groES#gene4350.groEL#gene4351.IGR,NC_016810,1939987,1939987,+,NC_016810,4595677,4595677,+,31,1162,1377,23616891,457.5561012,7.19E-64,5UTR,IGR
hilD#gene2907,prgH#gene2906,NC_016810,3040446,3040485,+,NC_016810,3039618,3039694,-,31,294,12577,23606559,197.9110256,3.04E-52,CDS,CDS
hupB#gene452.5UTR,tolB#gene742,NC_016810,507526,507568,+,NC_016810,816588,816589,+,31,10525,7236,23601669,9.606910538,1.76E-13,5UTR,CDS
invH#gene2931,orgAb#gene2901,NC_016810,3066996,3066997,+,NC_016810,3036653,3036657,-,31,254,662,23618514,4354.34221,2.22E-93,CDS,CDS
ArcZ,cbiB#gene2042.AS,NC_016810,3511862,3511862,+,NC_016810,2109618,2109623,+,30,121696,7,23497728,827.5091093,1.16E-55,sRNA,AS
ArcZ,cspD#gene897,NC_016810,3511862,3511863,+,NC_016810,978314,978425,-,30,121696,249,23497486,23.26306871,5.86E-23,sRNA,CDS
ArcZ,glk#gene2411.AS,NC_016810,3511862,3511862,+,NC_016810,2515994,2516015,+,30,121696,13,23497722,445.5817143,3.99E-52,sRNA,AS
ArcZ,sodCI#gene999,NC_016810,3511862,3511862,+,NC_016810,1086771,1086966,-,30,121696,246,23497489,23.54676768,4.23E-23,sRNA,CDS
ArcZ,yadS#gene206.AS,NC_016810,3511862,3511863,+,NC_016810,240643,240644,+,30,121696,38,23497697,152.4356875,1.72E-43,sRNA,AS
ArcZ,yfhD#gene2573,NC_016810,3511862,3511862,+,NC_016810,2710596,2710606,+,30,121696,39,23497696,148.5270738,3.03E-43,sRNA,CDS
SL1344_1872#gene1894,CyaR,NC_016810,1990176,1990182,-,NC_016810,2228888,2228891,+,30,498,16154,23602779,88.01870476,3.27E-40,CDS,sRNA
cbiM#gene2031,CyaR,NC_016810,2101101,2101155,-,NC_016810,2228891,2228931,+,30,408,96186,23522837,17.98203863,4.81E-20,CDS,sRNA
prgJ#gene2904,CyaR,NC_016810,3038563,3038786,-,NC_016810,2228925,2228932,+,30,1476,80002,23537953,5.980021485,1.94E-07,CDS,sRNA
SL1344_1263#gene1283,DapZ,NC_016810,1364762,1364762,-,NC_016810,74876,74882,+,30,614,120266,23498551,9.546652179,1.39E-12,CDS,sRNA
SL1344_2594#gene2640,DapZ,NC_016810,2769393,2769395,+,NC_016810,74893,74893,+,30,74,120266,23499091,79.21323162,6.65E-37,CDS,sRNA
DapZ,imp#gene94,NC_016810,74853,74857,+,NC_016810,106776,106781,-,30,305533,484,23313414,4.729591639,8.93E-05,sRNA,CDS
maeB#gene2481,InvR,NC_016810,2578875,2579050,-,NC_016810,3067547,3067585,+,30,252,397873,23221306,6.948049228,1.24E-08,CDS,sRNA
SL1344_1221#gene1240,MgrR,NC_016810,1321758,1321763,+,NC_016810,1550842,1550843,+,30,345,42976,23576110,47.70328839,3.34E-32,CDS,sRNA
SL1344_4006#gene4079,MgrR,NC_016810,4289699,4289699,+,NC_016810,1550843,1550843,+,30,72,42976,23576383,228.5809037,1.68E-50,CDS,sRNA
glpQ#gene2290,OmrA,NC_016810,2385440,2385446,-,NC_016810,3191584,3191584,-,30,1521,72475,23545435,6.407823415,3.37E-08,CDS,sRNA
yrfF#gene3523.AS,RybB,NC_016810,3672022,3672025,-,NC_016810,941812,941813,-,30,218,50639,23568574,64.04908752,1.16E-35,AS,sRNA
SgrS,SL1344_1085#gene1103,NC_016810,128748,128748,+,NC_016810,1189983,1189983,+,30,1887,434,23617110,865.1399705,1.06E-69,sRNA,CDS
SL1344_1732#gene1755,SL1344_1968#gene1996,NC_016810,1862312,1862312,+,NC_016810,2073618,2073618,+,30,3,350980,23268448,662.9565217,3.83E-45,CDS,CDS
SL1344_4501#gene4595.AS,SL1344_3576#gene3637,NC_016810,4850867,4850867,+,NC_016810,3808058,3808058,-,30,0,205,23619226,inf,6.29E-145,AS,CDS
SLnc0014,hilD#gene2907,NC_016810,1290318,1290341,+,NC_016810,3040461,3040463,+,30,87409,301,23531721,26.83195383,7.40E-25,sRNA,CDS
SLnc0014,prgI#gene2905,NC_016810,1290322,1290323,+,NC_016810,3038750,3038834,-,30,87409,1095,23530927,7.375475426,9.87E-10,sRNA,CDS
invF#gene2930.5UTR,STnc1670,NC_016810,3066629,3066629,-,NC_016810,3593888,3593888,+,30,7139,311,23611981,319.0479135,1.24E-56,5UTR,sRNA
cbiM#gene2031,STnc2040,NC_016810,2101211,2101275,-,NC_016810,1819371,1819371,-,30,970,35908,23582553,20.31183328,8.58E-22,CDS,sRNA
yhjJ#gene3639.5UTR,STnc2040,NC_016810,3811491,3811493,-,NC_016810,1819357,1819358,-,30,118,35908,23583405,166.9761873,2.54E-47,5UTR,sRNA
tRNA-Ala#rna2,STnc290,NC_016810,291017,291018,+,NC_016810,3215640,3215640,-,30,143,2880,23616408,1720.309441,8.10E-78,tRNA,sRNA
invI#gene2924,STnc440,NC_016810,3059190,3059193,-,NC_016810,4580546,4580559,+,30,597,40542,23578292,29.22497149,3.20E-26,CDS,sRNA
btuE#gene1296,STnc870,NC_016810,1377888,1377925,+,NC_016810,4292591,4292599,+,30,145,19050,23600236,256.3153516,3.86E-53,CDS,sRNA
ompC#gene2276.5UTR,STnc870,NC_016810,2364166,2364168,-,NC_016810,4292597,4292599,+,30,1362,19050,23599019,27.28620371,1.59E-25,5UTR,sRNA
res#gene359,STnc870,NC_016810,405753,405772,+,NC_016810,4292597,4292599,+,30,67,19050,23600314,554.7141615,7.74E-62,CDS,sRNA
Sar,sipB#gene2916,NC_016810,2071351,2071351,+,NC_016810,3052561,3052577,-,30,169,1495,23617767,2804.349845,2.61E-84,sRNA,CDS
dapA#gene2498,fliC#gene1914,NC_016810,2602280,2602280,-,NC_016810,2006619,2006620,-,30,52,4330,23615049,3146.435735,9.78E-84,CDS,CDS
hilC#gene2899,rfbU#gene2095,NC_016810,3035490,3035490,-,NC_016810,2164378,2164378,-,30,30079,1759,23587593,13.37444124,9.30E-17,CDS,CDS
siiA#gene4277.5UTR,siiB#gene4278,NC_016810,4498757,4499044,+,NC_016810,4500173,4500565,+,30,4478,14546,23600407,10.8695878,2.30E-14,5UTR,CDS
sipB#gene2916,sipD#gene2914,NC_016810,3052043,3052437,-,NC_016810,3049781,3050194,-,30,4812,1149,23613470,128.1254544,3.02E-45,CDS,CDS
sipD#gene2914,tRNA-Pro#rna70,NC_016810,3049462,3049462,-,NC_016810,3841786,3841786,-,30,1098,308,23618025,2095.133862,5.87E-81,CDS,tRNA
