RNA1 name,RNA2 name,RNA1 chromosome,Start of RNA1 first read,Start of RNA1 last read,RNA1 strand,RNA2 chromosome,Start of RNA2 last read,Start of RNA2 first read,RNA2 strand,Number of interactions,Other interactions of RNA1,Other interactions of RNA2,Total other interactions,Odds ratio,Fishers exact test p-value,RNA1 type,RNA2 type
ompC#gene2276.5UTR,cdsA#gene223,NC_016810,2364344,2364345,-,NC_016810,260468,260468,+,31,5845,509,19730345,205.5862549,5.61E-53,5UTR,CDS
osmB#gene1658.3UTR,GlmZ,NC_016810,1757010,1757036,+,NC_016810,4163224,4163363,+,30,268,15807,19720625,139.6553836,8.47E-46,3UTR,sRNA
SdsR,ArcZ,NC_016810,1925693,1925695,-,NC_016810,3511891,3511898,+,30,5576,23663,19707461,4.480839227,0.000211207,sRNA,sRNA
bcp#gene2500,ArcZ,NC_016810,2603390,2603407,+,NC_016810,3511888,3511899,+,30,173,23663,19712864,144.4624825,7.21E-46,CDS,sRNA
ArcZ,mukB#gene947,NC_016810,3511862,3511863,+,NC_016810,1040548,1040737,+,30,116371,185,19620144,27.34053134,1.09E-24,sRNA,CDS
ArcZ,phsA#gene2073,NC_016810,3511862,3511863,+,NC_016810,2138362,2138368,-,30,116371,126,19620203,40.14296435,4.28E-29,sRNA,CDS
ArcZ,siiE#gene4281,NC_016810,3511862,3511862,+,NC_016810,4504593,4504593,+,30,116371,180,19620149,28.09999771,5.26E-25,sRNA,CDS
traT,ArcZ,NC_017720,10132,10142,-,NC_016810,3511915,3511918,+,30,722,18192,19717786,45.03620203,1.07E-31,NC_017720#gene,sRNA
ArcZ,yhjJ#gene3639,NC_016810,3511862,3511862,+,NC_016810,3811350,3811386,-,30,116371,205,19620124,24.67313728,1.70E-23,sRNA,CDS
yabK#gene108.AS,ChiX,NC_016810,124588,124588,+,NC_016810,555573,555573,+,30,0,9701007,10035693,inf,0.003142581,AS,sRNA
SL1344_3137#gene3194,DapZ,NC_016810,3343896,3343909,-,NC_016810,74873,74900,+,30,28,127665,19609007,164.5686003,2.91E-43,CDS,sRNA
gapA#gene1245,DapZ,NC_016810,1325968,1325968,-,NC_016810,74881,74893,+,30,524,127665,19608511,8.793519567,1.53E-11,CDS,sRNA
rplX#gene3457,DapZ,NC_016810,3612404,3612404,-,NC_016810,74882,74882,+,30,0,127665,19609035,inf,1.19E-59,CDS,sRNA
GcvB,SL1344_4288#gene4372.5UTR,NC_016810,3156810,3156816,+,NC_016810,4616737,4616739,-,30,808484,4,18928212,175.5898571,5.24E-31,sRNA,5UTR
InvR,pckA#gene3528.5UTR,NC_016810,3067506,3067506,+,NC_016810,3678092,3678092,+,30,311131,365,19425204,5.131575155,1.72E-05,sRNA,5UTR
SL1344_2533#gene2577,MgrR,NC_016810,2714316,2714327,-,NC_016810,1550808,1550843,+,30,241,43198,19693261,56.74899944,3.81E-34,CDS,sRNA
cbiM#gene2031,MgrR,NC_016810,2101256,2101256,-,NC_016810,1550780,1550784,+,30,1880,553,19734267,569.4548209,2.62E-64,CDS,sRNA
cspD#gene897.5UTR,MgrR,NC_016810,978530,978592,-,NC_016810,1550812,1550843,+,30,3043,43198,19690459,4.493776846,0.00020479,5UTR,sRNA
hrpA#gene1592,MgrR,NC_016810,1688764,1688785,-,NC_016810,1550836,1550843,+,30,172,43198,19693330,79.51486503,3.59E-38,CDS,sRNA
SL1344_0361#gene367,MicF,NC_016810,415349,415374,+,NC_016810,2364701,2364721,+,30,308,66214,19670178,28.93536757,9.07E-26,CDS,sRNA
sucD#gene733,RybB,NC_016810,807102,807102,+,NC_016810,941813,941813,-,30,2065,47357,19687278,6.039523702,1.59E-07,CDS,sRNA
SL1344_1190#gene1208.5UTR,RyeF,NC_016810,1295340,1295516,-,NC_016810,1958536,1958561,-,30,6992,5009,19724699,16.89581665,1.33E-19,5UTR,sRNA
SroC,SL1344_0160#gene160,NC_016810,728311,728324,-,NC_016810,188521,188521,-,30,692604,30,19044066,27.49632691,5.38E-21,sRNA,CDS
SL1344_1968#gene1996,rpsL#gene3476.AS,NC_016810,2073535,2073535,+,NC_016810,3623845,3623845,+,30,213183,0,19523517,inf,5.71E-53,CDS,AS
tRNA-Ile#rna1,SL1344_2013#gene2045,NC_016810,290781,290782,+,NC_016810,2113996,2113996,-,30,5122,1692,19729886,68.29767157,3.78E-37,tRNA,CDS
SL1344_2204#gene2236,tRNA-Asp#rna5,NC_016810,2326540,2326540,+,NC_016810,294873,294874,+,30,7,2168,19734525,39011.31721,1.20E-105,CDS,tRNA
SL1344_2283#gene2322,STnc440,NC_016810,2418466,2418584,+,NC_016810,4580558,4580559,+,30,1475,39842,19695383,10.05431607,2.71E-13,CDS,sRNA
SL1344_2445#gene2491.acrD#gene2490.IGR,nuoA#gene2336.5UTR,NC_016810,2594633,2594637,-,NC_016810,2437326,2437385,-,30,80753,1052,19654895,6.940928609,5.35E-09,IGR,5UTR
SL1344_2482#gene2527,torR#gene3850,NC_016810,2651694,2651694,-,NC_016810,4046109,4046109,+,30,168,23,19736509,153233.7655,3.82E-130,CDS,CDS
STnc870,SL1344_3751#gene3811,NC_016810,4292542,4292543,+,NC_016810,4006272,4006272,-,30,18251,64,19718385,506.4376181,1.69E-60,sRNA,CDS
metB#gene4122,STnc1180,NC_016810,4332053,4332053,+,NC_016810,4559888,4559888,-,30,449,296,19735955,4454.934765,1.87E-90,CDS,sRNA
rplJ#gene4171.5UTR,STnc1275,NC_016810,4385884,4385884,+,NC_016810,1992512,1992512,-,30,427,864,19735409,1604.817932,1.45E-77,5UTR,sRNA
STnc290,STnc740,NC_016810,3215712,3215714,-,NC_016810,2240284,2240290,-,30,341,18488,19717871,93.82897332,8.14E-41,sRNA,sRNA
pduO#gene2058,STnc870,NC_016810,2123764,2123767,+,NC_016810,4292597,4292599,+,30,196,21175,19715329,142.5101487,8.19E-46,CDS,sRNA
invF#gene2930,SdsR,NC_016810,3066289,3066289,-,NC_016810,1925673,1925674,-,30,2007,7433,19727260,39.67130783,3.09E-30,CDS,sRNA
pocR#gene2044.5UTR,cbiA#gene2043.5UTR,NC_016810,2113030,2113030,-,NC_016810,2111796,2111796,-,30,89,14,19736597,475198.9647,3.03E-141,5UTR,5UTR
groEL#gene4351,groES#gene4350.5UTR,NC_016810,4597131,4597131,+,NC_016810,4595325,4595325,+,30,480,37,19736183,33338.14696,5.51E-113,CDS,5UTR
sprB#gene2898,hilC#gene2899,NC_016810,3033682,3033685,-,NC_016810,3034863,3034863,-,30,6165,1020,19729515,94.12487477,3.31E-41,CDS,CDS
invI#gene2924,invB#gene2926,NC_016810,3059006,3059066,-,NC_016810,3060450,3060586,-,30,6780,14301,19715619,6.100080569,3.75E-08,CDS,CDS
purR#gene1384.sodB#gene1385.IGR,invH#gene2931.invF#gene2930.IGR,NC_016810,1466164,1466170,+,NC_016810,3066926,3066926,-,30,859,269,19735572,2562.27376,2.15E-83,IGR,IGR
sipC#gene2915,sipD#gene2914,NC_016810,3050996,3051076,-,NC_016810,3049619,3049873,-,30,6020,2023,19728657,48.59889592,8.03E-33,CDS,CDS
