Genome,Type,Start,End,Strand,Locus_tag,Gene_name,MS2-PinT_SPI-1_vs_PinT_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_PinT_SPI-1_pvalue,MS2-PinT_SPI-1_vs_PinT_SPI-1_padj,MS2-PinT_SPI-1_vs_MS2_SPI-1_log2FoldChange,MS2-PinT_SPI-1_vs_MS2_SPI-1_pvalue,MS2-PinT_SPI-1_vs_MS2_SPI-1_padj
NC_016810.1,CDS,4697472,4698494,+,SL1344_4363,SL1344_4363,5.33,0.00022465400000000002,0.000778478,2.1,0.073700188,0.30576966
NC_016810.1,sRNA,386380,386476,+,ncRNA0265,STnc1700,5.33,0.00020525,0.000720933,-6.03,2.7104200000000002e-09,3.6569e-06
NC_016810.1,CDS,1291945,1292217,+,SL1344_1186,SL1344_1186,5.33,1.62894e-07,1.83205e-06,-1.95,0.029431462999999998,0.18035056800000002
NC_017720.1,CDS,27212,27808,-,SL1344_P1_0027,traP,5.33,0.000142733,0.000538008,-0.72,0.509670793,0.762866468
NC_016810.1,sRNA,4796788,4796863,-,ncRNA0363,STnc4130,5.33,0.000202135,0.0007131189999999999,-3.49,0.00022527299999999998,0.010268165
NC_016810.1,CDS,355550,356317,+,SL1344_0307,SL1344_0307,5.33,2.4945e-09,6.04849e-08,2.31,0.0069981309999999994,0.077900844
NC_016810.1,CDS,941233,941853,+,SL1344_0845,SL1344_0845,5.33,3.9066e-06,2.58529e-05,0.96,0.328514484,0.625770658
NC_016810.1,CDS,1080564,1080965,+,SL1344_0976,SL1344_0976,5.33,2.3579099999999998e-06,1.70011e-05,2.4,0.01609088,0.12453835099999999
NC_016810.1,CDS,1992348,1992680,-,SL1344_1874,SL1344_1874,5.32,2.02718e-07,2.2056799999999998e-06,-0.33,0.71498642,0.8851831640000001
NC_016810.1,CDS,1096293,1097261,+,SL1344_0991,sseI,5.32,1.05352e-07,1.26704e-06,-1.95,0.046351542,0.233174871
NC_016810.1,CDS,1956209,1956604,+,SL1344_1839,SL1344_1839,5.32,8.298030000000001e-08,1.0395600000000001e-06,0.53,0.5796979,0.8108531809999999
NC_016810.1,CDS,907270,907800,-,SL1344_0815,SL1344_0815,5.32,4.67801e-05,0.000209078,2.46,0.024919662999999998,0.162556786
NC_016810.1,CDS,487841,489205,-,SL1344_0430,SL1344_0430,5.32,6.635639999999999e-07,5.86799e-06,1.79,0.07450445900000001,0.307404942
NC_016810.1,CDS,4480063,4480431,+,SL1344_4173,dgkA,5.32,1.5057800000000001e-07,1.71708e-06,0.11,0.900339386,0.964948942
NC_016810.1,CDS,4780153,4780614,+,SL1344_4435,SL1344_4435,5.31,3.6281399999999996e-07,3.6080300000000004e-06,-0.63,0.48476228899999996,0.746260945
NC_016810.1,sRNA,1872027,1872186,-,ncRNA0410,StyR-24c,5.3,1.29631e-07,1.5009899999999998e-06,2.35,0.009443596,0.093067228
NC_016810.1,CDS,1458814,1460187,-,SL1344_1357,norM,5.3,2.85288e-08,4.4367199999999995e-07,0.36,0.7040634109999999,0.880977852
NC_016810.1,CDS,693144,693932,+,SL1344_0619,SL1344_0619,5.3,2.59832e-09,6.21666e-08,1.97,0.01802529,0.134511734
NC_016810.1,CDS,4202049,4202303,+,SL1344_3927,tatA,5.3,2.77487e-09,6.53507e-08,0.86,0.31310147899999996,0.612404343
NC_016810.1,CDS,1466265,1466846,-,SL1344_1363,sodB,5.29,2.93019e-11,1.6115999999999999e-09,1.08,0.174147755,0.473275354
NC_016810.1,CDS,3875334,3875807,-,SL1344_3631,SL1344_3631,5.29,1.02101e-09,2.8512499999999998e-08,2.77,0.0007838880000000001,0.02250258
NC_016810.1,CDS,1579493,1581001,-,SL1344_1475,SL1344_1475,5.29,0.001336556,0.0035117190000000004,1.32,0.334618038,
NC_016810.1,CDS,4501156,4502475,+,SL1344_4195,siiC,5.29,7.3211e-07,6.404119999999999e-06,-0.83,0.43474412100000004,0.707227396
NC_016810.1,CDS,1574173,1575198,-,SL1344_1471,SL1344_1471,5.29,9.4339e-07,7.8997e-06,0.29,0.761757499,0.907058758
NC_016810.1,CDS,775649,777130,-,SL1344_0691,SL1344_0691,5.28,1.3510599999999999e-05,7.30618e-05,1.42,0.165451058,0.46101978
NC_016810.1,CDS,1509000,1509335,+,SL1344_1406,SL1344_1406,5.28,0.000430461,0.001349585,-1.99,0.062842055,0.27927042399999996
NC_016810.1,CDS,2158646,2160076,-,SL1344_2059,rfbP,5.28,1.72318e-10,7.29722e-09,-0.45,0.5657608789999999,0.80248589
NC_016810.1,CDS,1056421,1056660,-,SL1344_0944,SL1344_0944,5.28,0.0013897179999999999,0.003633408,1.25,0.361307664,
NC_016810.1,CDS,3370959,3371630,+,SL1344_3161,SL1344_3161,5.27,1.3147799999999998e-10,5.81337e-09,2.03,0.012410171000000001,0.108444321
NC_016810.1,CDS,755805,756257,-,SL1344_0675,fur,5.27,5.97941e-10,1.91733e-08,2.09,0.011269946999999999,0.10131689199999999
NC_016810.1,CDS,3583693,3586806,+,SL1344_3364,acrF,5.27,9.66845e-07,8.04515e-06,-1.05,0.23437282399999998,0.53851467
NC_016810.1,CDS,2908638,2909921,+,SL1344_2730,SL1344_2730,5.26,9.91587e-10,2.77768e-08,-2.48,0.002412487,0.042940997
NC_016810.1,CDS,731141,732019,-,SL1344_0656,SL1344_0656,5.26,7.09592e-10,2.17705e-08,1.92,0.022251119,0.151093686
NC_016810.1,CDS,511157,511852,-,SL1344_0449,SL1344_0449,5.26,1.57595e-07,1.7768900000000002e-06,1.13,0.205938667,0.508328666
NC_016810.1,CDS,3763059,3763685,+,SL1344_3540,SL1344_3540,5.26,6.83562e-06,4.127e-05,-0.12,0.9084401990000001,0.9691044329999999
NC_016810.1,CDS,135901,137562,+,SL1344_0116,ilvI,5.26,3.87758e-06,2.5679699999999997e-05,1.88,0.07338483700000001,0.30521215
NC_016810.1,CDS,870904,871416,+,SL1344_0779,moaB,5.26,9.69491e-10,2.7327499999999998e-08,3.21,0.000122164,0.007104448
NC_016810.1,CDS,2172833,2173384,-,SL1344_2071,rfbC,5.26,8.26462e-08,1.03681e-06,0.44,0.648030884,0.84987615
NC_016810.1,CDS,1298574,1299386,+,SL1344_1193,SL1344_1193,5.25,0.000238795,0.000820231,1.14,0.312548758,0.6118554620000001
NC_016810.1,CDS,3261364,3262254,-,SL1344_3055,SL1344_3055,5.25,6.56995e-07,5.8156e-06,-0.91,0.304283436,0.602662296
NC_016810.1,CDS,3054109,3055179,-,SL1344_2866,spaS,5.25,2.52952e-07,2.66234e-06,0.7,0.486695728,0.747265748
NC_016810.1,CDS,1848802,1849938,+,SL1344_1721,appB,5.25,0.001287012,0.003399369,0.46,0.7301516109999999,
NC_016810.1,CDS,2456124,2456678,-,SL1344_2315,SL1344_2315,5.25,3.0412499999999995e-08,4.68124e-07,-2.98,0.0014531379999999999,0.033006298999999996
NC_016810.1,CDS,4294934,4295923,+,SL1344_4012,sbp,5.25,6.59294e-05,0.000279325,-1.74,0.062806824,0.27927042399999996
NC_016810.1,CDS,4150835,4151965,+,SL1344_3879,rffE,5.25,8.64951e-10,2.51673e-08,2.67,0.0015088360000000002,0.03370399
NC_016810.1,CDS,4384868,4385572,+,SL1344_4089,rplA,5.25,1.19922e-10,5.35495e-09,1.99,0.013538608,0.114470236
NC_016810.1,CDS,652053,653060,-,SL1344_0580,fepD,5.24,0.00073647,0.00212847,-1.27,0.280474416,0.58588712
NC_016810.1,CDS,972397,974055,+,SL1344_0878,SL1344_0878,5.24,1.61435e-09,4.257730000000001e-08,1.66,0.042564795999999995,0.223159771
NC_016810.1,CDS,2467469,2468890,-,SL1344_2328,SL1344_2328,5.24,6.042959999999999e-06,3.72319e-05,-0.21,0.8216148870000001,0.934068087
NC_016810.1,CDS,4160965,4162350,+,SL1344_3889,yifK,5.24,7.36173e-07,6.4266e-06,1.13,0.269821377,0.575975154
NC_016810.1,CDS,309915,310817,-,SL1344_0265,sciF,5.24,0.000494657,0.001514017,-1.79,0.09645802699999999,0.354801445
NC_016810.1,CDS,4725524,4725625,-,SL1344_4392,pyrL,5.24,0.000823719,0.002335726,-0.39,0.7462236659999999,0.8999202620000001
NC_016810.1,CDS,3060545,3060952,-,SL1344_2874,invB,5.24,6.01816e-08,7.9595e-07,0.53,0.581562614,0.8109180229999999
NC_016810.1,CDS,2250359,2250889,+,SL1344_2134,SL1344_2134,5.24,0.000379539,0.001211506,-2.31,0.022106927999999998,0.150639731
NC_016810.1,CDS,4523673,4525274,+,SL1344_4200,yjcC,5.23,2.95295e-09,6.90042e-08,0.8,0.336382315,0.6328039870000001
NC_016810.1,sRNA,4359419,4359485,-,ncRNA0439,StyR-134,5.23,4.83433e-05,0.00021470099999999998,1.38,0.189620167,0.491235655
NC_016810.1,CDS,600873,601310,-,SL1344_0532,SL1344_0532,5.23,0.000497048,0.0015203039999999999,-1.65,0.122661092,0.399553786
NC_016810.1,CDS,4725715,4726203,-,SL1344_4393,SL1344_4393,5.23,3.6924999999999995e-07,3.64801e-06,-0.48,0.608789922,0.824678076
NC_016810.1,CDS,4154324,4154548,+,SL1344_3882,SL1344_3882,5.23,8.67159e-08,1.07209e-06,2.46,0.007522356,0.081305753
NC_016810.1,CDS,2891273,2892970,-,SL1344_2713,SL1344_2713,5.23,8.34927e-10,2.4424900000000003e-08,-1.48,0.071703822,0.300817155
NC_016810.1,CDS,4822856,4823317,-,SL1344_4473,yjjA,5.23,2.64452e-08,4.1484499999999995e-07,1.17,0.171684843,0.47004300000000004
NC_017720.1,CDS,11189,14011,-,SL1344_P1_0010,traG,5.23,7.96243e-11,3.86135e-09,-1.87,0.018429983,0.136240345
NC_016810.1,CDS,3510304,3511032,-,SL1344_3298,mtgA,5.22,8.50985e-07,7.28954e-06,-0.36,0.707268624,0.88336303
NC_017720.1,CDS,92687,93130,-,SL1344_P1_0103,SL1344_P1_0103,5.22,1.96522e-09,5.07916e-08,0.39,0.639030158,0.844324447
NC_016810.1,CDS,4283990,4284673,+,SL1344_4000,SL1344_4000,5.22,0.000978953,0.00269623,-0.19,0.8772984309999999,
NC_016810.1,CDS,2723498,2724472,-,SL1344_2544,lepB,5.22,6.62118e-09,1.30685e-07,-0.81,0.34645936,0.641387169
NC_016810.1,sRNA,1492616,1492703,+,ncRNA0386,SLnc0048,5.22,2.60221e-08,4.09632e-07,-2.17,0.010720671999999999,0.099070754
NC_016810.1,sRNA,1009199,1009379,-,ncRNA0313,STnc3310,5.22,1.35513e-07,1.5630700000000001e-06,-0.09,0.922751986,0.973852985
NC_016810.1,CDS,3123641,3123931,-,SL1344_2935,SL1344_2935,5.22,6.37455e-07,5.692619999999999e-06,0.12,0.897709132,0.96432258
NC_016810.1,CDS,1108327,1110234,+,SL1344_1002,SL1344_1002,5.22,3.86009e-09,8.57586e-08,-0.19,0.82290994,0.934499304
NC_016810.1,CDS,4315780,4317288,-,SL1344_4035,glpK,5.21,2.1812700000000002e-08,3.5578699999999996e-07,1.56,0.09398810099999999,0.350896407
NC_016810.1,CDS,1270792,1272837,+,SL1344_1165,SL1344_1165,5.21,2.22094e-09,5.4884699999999995e-08,1.26,0.12958299,0.41059974
NC_016810.1,CDS,2721642,2722547,-,SL1344_2542,era,5.21,1.81544e-08,3.03245e-07,2.52,0.00490032,0.062849612
NC_016810.1,CDS,3864214,3864516,-,SL1344_3622,SL1344_3622,5.21,2.46221e-07,2.6006e-06,-0.24,0.7901076140000001,0.9189768909999999
NC_016810.1,CDS,4223122,4223637,-,SL1344_3941,mobB,5.21,1.6152700000000002e-06,1.2434000000000002e-05,1.58,0.108635568,0.37659585799999995
NC_016810.1,sRNA,4364306,4364423,-,ncRNA0053,OxyS,5.21,2.69398e-05,0.000130996,-0.18,0.853060127,0.94485969
NC_016810.1,CDS,4710040,4711953,+,SL1344_4378,SL1344_4378,5.21,3.10294e-08,4.75996e-07,2.38,0.009463996,0.093067228
NC_016810.1,CDS,3665885,3666286,-,SL1344_3456,SL1344_3456,5.21,0.001584849,0.004051967,0.99,0.46469647,
NC_016810.1,CDS,4771221,4771823,-,SL1344_4426,SL1344_4426,5.2,1.81323e-08,3.03245e-07,-0.69,0.40707601299999996,0.689463917
NC_016810.1,CDS,343044,345554,+,SL1344_0297,safC,5.2,4.9520599999999995e-08,6.89528e-07,0.24,0.787293841,0.917714076
NC_016810.1,CDS,4828720,4829508,-,SL1344_4481,SL1344_4481,5.2,4.8693400000000004e-05,0.000215936,1.54,0.169156995,0.46657994399999997
NC_016810.1,CDS,3194157,3195419,-,SL1344_2991,lysA,5.2,1.67149e-05,8.654879999999999e-05,-2.3,0.014351321,0.117447508
NC_016810.1,CDS,1199897,1200949,+,SL1344_1093,SL1344_1093,5.2,8.800740000000001e-07,7.46077e-06,0.66,0.49458212100000004,0.754883492
NC_016810.1,CDS,31274,32119,+,SL1344_0028,SL1344_0028,5.2,0.000982166,0.0027034290000000002,-0.27,0.8243034459999999,
NC_016810.1,CDS,3079618,3080568,-,SL1344_2893,SL1344_2893,5.19,5.4877700000000005e-05,0.000239124,1.14,0.27560298899999996,0.580452203
NC_016810.1,CDS,1523301,1523996,+,SL1344_1419,bioD,5.19,2.25417e-09,5.54022e-08,1.73,0.040948856,0.216659593
NC_016810.1,CDS,769105,769689,-,SL1344_0686,kdpC,5.19,0.000918315,0.0025612879999999997,-0.68,0.571773136,0.8064231540000001
NC_016810.1,CDS,581913,583367,+,SL1344_0515,ybbW,5.19,0.0009504860000000001,0.00262826,-0.44,0.713429868,0.884758235
NC_016810.1,CDS,660167,660580,+,SL1344_0587,SL1344_0587,5.19,0.0029280929999999997,0.006794134,2.8,0.077272442,
NC_016810.1,sRNA,3684981,3685117,-,ncRNA0197,STnc760,5.19,6.11079e-07,5.523210000000001e-06,-0.29,0.7445199159999999,0.8990900409999999
NC_016810.1,CDS,1390406,1391341,-,SL1344_1287,SL1344_1287,5.19,9.160210000000002e-06,5.2728199999999994e-05,-1.38,0.181523725,0.48146859999999997
NC_016810.1,CDS,4642780,4643529,+,SL1344_4313,SL1344_4313,5.18,6.17205e-07,5.55608e-06,-0.19,0.8403732909999999,0.940460188
NC_016810.1,CDS,3207430,3207942,-,SL1344_3004,SL1344_3004,5.18,1.4206800000000001e-05,7.57808e-05,-1.82,0.045874767000000004,0.231813615
NC_016810.1,CDS,342307,343020,+,SL1344_0296,safB,5.18,0.001095082,0.002958262,-0.4,0.748782445,0.901210772
NC_016810.1,sRNA,982113,982272,+,ncRNA0408,StyR-24a,5.18,7.399060000000001e-08,9.41319e-07,2.44,0.005796105,0.069709756
NC_016810.1,CDS,4198836,4199591,+,SL1344_3924,ubiE,5.18,4.13525e-09,8.98794e-08,1.39,0.100476623,0.362080822
NC_016810.1,CDS,4050526,4051863,-,SL1344_3793,dgoT,5.18,0.001342405,0.003524008,-0.11,0.933221445,
NC_016810.1,CDS,874226,874834,+,SL1344_0785,SL1344_0785,5.18,0.001239587,0.0032933959999999997,-0.02,0.9893010090000001,
NC_016810.1,sRNA,1291395,1291605,-,ncRNA0117,sRNA16,5.18,9.52208e-05,0.00038172900000000003,-1.99,0.057420375999999995,0.265313601
NC_016810.1,CDS,523445,523834,-,SL1344_0460,ybaZ,5.18,1.71061e-09,4.4723699999999994e-08,2.92,0.000436452,0.016001651000000002
NC_016810.1,CDS,1980421,1980849,+,SL1344_1861,SL1344_1861,5.18,9.315469999999999e-09,1.72892e-07,2.3,0.006643858000000001,0.075453646
NC_016810.1,CDS,4745314,4746312,-,SL1344_4411,SL1344_4411,5.18,3.36845e-05,0.000158164,-1.11,0.263778309,0.569788175
NC_016810.1,CDS,952373,953503,+,SL1344_0859,ybjF,5.17,2.6791999999999997e-05,0.000130378,1.95,0.065322068,0.284115197
NC_016810.1,CDS,4663081,4663638,-,SL1344_4338,ytfJ,5.17,2.7503900000000003e-07,2.88137e-06,-1.93,0.044269462,0.227416998
NC_017720.1,CDS,46066,46488,+,SL1344_P1_0052,samA,5.17,2.03105e-06,1.5041099999999999e-05,1.26,0.18923807199999998,0.491188933
NC_016810.1,CDS,2524274,2526463,-,SL1344_2378,yfeA,5.17,1.11712e-07,1.3348e-06,-1.8,0.053001515,0.252684252
NC_016810.1,CDS,2382644,2382898,+,SL1344_2248,yfaE,5.17,3.3216199999999995e-08,5.00184e-07,0.99,0.262061075,0.5682622979999999
NC_016810.1,CDS,4084896,4085936,-,SL1344_3824,pstS,5.17,1.2202799999999999e-06,9.77249e-06,1.49,0.13837317699999999,0.42307849799999997
NC_016810.1,CDS,925442,925957,+,SL1344_0830,SL1344_0830,5.17,0.00154348,0.003966437,0.47,0.72358406,
NC_016810.1,CDS,600052,600876,-,SL1344_0531,SL1344_0531,5.16,0.001020255,0.002789541,-0.39,0.7474519940000001,0.900648838
NC_016810.1,CDS,1709695,1710258,-,SL1344_1589,SL1344_1589,5.16,4.904180000000001e-07,4.60309e-06,2.79,0.0046955370000000005,0.061513378
NC_016810.1,CDS,1443319,1443906,+,SL1344_1335,sseD,5.16,6.16106e-07,5.55172e-06,-1.57,0.128560407,0.40937457899999996
NC_016810.1,CDS,2886495,2886743,-,SL1344_2707,apl,5.16,0.0009467869999999999,0.002618835,-0.66,0.575651415,0.80886158
NC_016810.1,CDS,3944832,3946055,+,SL1344_3696,dfp,5.16,1.80042e-08,3.01855e-07,0.26,0.7567865220000001,0.904550298
NC_016810.1,CDS,3063058,3064176,-,SL1344_2876,invE,5.16,2.07601e-09,5.26e-08,1.83,0.033265928,0.193792705
NC_016810.1,CDS,1650489,1652453,-,SL1344_1534,SL1344_1534,5.16,3.8408500000000004e-09,8.567719999999999e-08,1.9,0.022504655,0.152044985
NC_016810.1,CDS,2595050,2595406,+,SL1344_2445,SL1344_2445,5.16,1.1851700000000001e-06,9.55336e-06,0.19,0.83872376,0.940142378
NC_016810.1,CDS,3635181,3635399,+,SL1344_3430,SL1344_3430,5.16,0.000868293,0.002437599,-1.14,0.326842415,0.624035916
NC_016810.1,CDS,2029450,2030361,-,SL1344_1917,SL1344_1917,5.16,2.0922799999999997e-06,1.5393499999999998e-05,-0.46,0.651464234,0.8519591870000001
NC_016810.1,CDS,92181,93521,+,SL1344_0080,yaaU,5.15,0.001053598,0.002865076,-1.01,0.4043373,0.6884551809999999
NC_016810.1,CDS,4651815,4652042,+,SL1344_4326,rpsR,5.15,2.15411e-09,5.3823e-08,3.61,2.18588e-05,0.00215768
NC_016810.1,CDS,240605,241228,-,SL1344_0206,yadS,5.14,2.2015400000000003e-06,1.6092300000000002e-05,2.48,0.011082531000000001,0.100352687
NC_016810.1,CDS,3096952,3097860,-,SL1344_2914,cysD,5.14,0.0014581,0.003777156,0.37,0.7733883970000001,
NC_016810.1,CDS,4322551,4323525,-,SL1344_4042,ftsN,5.14,8.266160000000002e-10,2.42869e-08,0.3,0.7176861809999999,0.8860190520000001
NC_016810.1,CDS,1663420,1664211,+,SL1344_1548,SL1344_1548,5.14,5.7793e-05,0.000250021,0.31,0.7652070559999999,0.908417281
NC_016810.1,CDS,2462207,2462989,-,SL1344_2323,hisJ,5.14,3.0621499999999996e-06,2.10411e-05,1.28,0.236555538,0.541317387
NC_016810.1,CDS,1085991,1086488,+,SL1344_0982,SL1344_0982,5.13,8.845939999999999e-08,1.09003e-06,0.49,0.560519794,0.798915388
NC_016810.1,CDS,163211,163831,-,SL1344_0140,coaE,5.13,6.14025e-09,1.23078e-07,2.66,0.001815041,0.03744423
NC_016810.1,CDS,1314570,1315088,-,SL1344_1217,SL1344_1217,5.13,2.1695799999999997e-08,3.54521e-07,-1.1,0.193466392,0.494927675
NC_016810.1,CDS,1837416,1837694,-,SL1344_1710,SL1344_1710,5.13,1.11444e-10,5.0109700000000005e-09,-0.06,0.93932356,0.977935422
NC_016810.1,CDS,1687323,1688123,-,SL1344_1570,SL1344_1570,5.13,6.55848e-09,1.30017e-07,1.72,0.045150117000000003,0.229497145
NC_016810.1,CDS,1294301,1294831,-,SL1344_1189,SL1344_1189,5.13,5.31009e-07,4.94293e-06,-0.35,0.695842892,0.8772232870000001
NC_016810.1,CDS,902002,903114,+,SL1344_0811,ybiR,5.12,3.79285e-08,5.57191e-07,2.32,0.010409799,0.09780572
NC_016810.1,CDS,3573686,3575137,+,SL1344_3355,panF,5.12,5.25634e-05,0.00023071599999999998,0.6,0.553666267,0.793927548
NC_016810.1,CDS,1212761,1213183,-,SL1344_1108,flgN,5.12,4.58652e-08,6.43397e-07,-0.27,0.774102312,0.91140294
NC_017718.1,CDS,84010,84693,-,SL1344_P2_0101,traC,5.12,6.7756e-07,5.985890000000001e-06,1.77,0.066238458,0.285889083
NC_016810.1,CDS,1943983,1944984,-,SL1344_1825,yebL,5.12,1.4627599999999998e-09,3.9621800000000005e-08,2.05,0.013565117,0.114470236
NC_016810.1,CDS,1426262,1427284,-,SL1344_1318,ttrC,5.12,0.001843674,0.0046143,0.7,0.601021471,
NC_016810.1,CDS,437615,438727,+,SL1344_0380,adrA,5.11,2.4229e-06,1.73863e-05,1.99,0.061787702,0.275674496
NC_016810.1,CDS,2343125,2343688,-,SL1344_2221,SL1344_2221,5.11,9.83445e-06,5.59311e-05,-0.09,0.935069743,0.976280467
NC_017720.1,CDS,21,584,-,SL1344_P1_0001,finO,5.11,1.5446200000000002e-08,2.66905e-07,-0.06,0.9495651079999999,0.9819113000000002
NC_016810.1,CDS,4617810,4618949,-,SL1344_4289,yjeS,5.11,6.48144e-07,5.7655399999999995e-06,0.49,0.602016167,0.8212578559999999
NC_016810.1,CDS,3576691,3577656,+,SL1344_3357,SL1344_3357,5.11,1.78945e-08,3.00574e-07,1.97,0.021866127000000003,0.149885402
NC_016810.1,CDS,1360589,1361449,-,SL1344_1259,SL1344_1259,5.1,1.2393e-08,2.2199100000000002e-07,0.88,0.304457916,0.602662296
NC_016810.1,CDS,3835747,3837303,-,SL1344_3596,dppA,5.1,6.25508e-07,5.61961e-06,-2.89,0.003737825,0.055296852
NC_016810.1,CDS,4615985,4616725,-,SL1344_4288,SL1344_4288,5.1,3.06286e-06,2.10411e-05,-0.34,0.730975185,0.891241063
NC_016810.1,CDS,3203985,3205214,+,SL1344_3000,SL1344_3000,5.1,3.19402e-05,0.00015107600000000002,-1.19,0.21356277399999998,0.516395836
NC_016810.1,sRNA,1252560,1252626,-,ncRNA0221,STnc1090,5.1,9.34393e-06,5.34541e-05,0.85,0.38351375,0.671646874
NC_016810.1,CDS,2648863,2649084,-,SL1344_2480,SL1344_2480,5.1,0.00014747,0.00055378,0.92,0.414601978,0.6918857140000001
NC_016810.1,CDS,4550310,4550744,-,SL1344_4224,phnO,5.1,3.61568e-08,5.38175e-07,1.9,0.03162216,0.188962262
NC_016810.1,CDS,318129,318512,+,SL1344_0273,SL1344_0273,5.09,0.0017949510000000001,0.004509877,0.24,0.856735426,
NC_016810.1,CDS,4806506,4806808,+,SL1344_4460,SL1344_4460,5.09,2.8806700000000002e-06,2.01736e-05,-0.77,0.392123956,0.677405431
NC_016810.1,CDS,1185468,1185863,-,SL1344_1078,csgE,5.09,0.003655406,0.008177519,2.4,0.127921368,
NC_016810.1,CDS,436585,436851,+,SL1344_0378,SL1344_0378,5.09,4.47723e-10,1.50129e-08,-2.08,0.008763748,0.089036515
NC_017718.1,CDS,66007,66591,-,SL1344_P2_0077,traG,5.08,0.001282666,0.003392038,-0.99,0.414103636,0.6918857140000001
NC_016810.1,CDS,3481057,3482121,-,SL1344_3263,SL1344_3263,5.08,4.98569e-08,6.897379999999999e-07,1.64,0.065693685,0.284630442
NC_016810.1,CDS,2991144,2991569,-,SL1344_2804,SL1344_2804,5.07,2.0710900000000004e-08,3.39658e-07,1.69,0.046928082,0.23456085899999998
NC_016810.1,CDS,1583418,1583702,-,SL1344_1479,SL1344_1479,5.07,1.7208200000000002e-07,1.91627e-06,-0.73,0.398140871,0.6829032070000001
NC_016810.1,CDS,4291184,4291882,-,SL1344_4008,cpxR,5.07,4.0805e-08,5.85153e-07,0.72,0.41495779899999996,0.692040868
NC_016810.1,CDS,2610774,2611826,+,SL1344_2462,purM,5.07,2.1985399999999998e-07,2.36396e-06,2.3,0.015110058,0.120641062
NC_016810.1,CDS,1570654,1571757,-,SL1344_1468,hyaA2,5.07,9.071899999999999e-08,1.11029e-06,0.22,0.805214952,0.925853088
NC_016810.1,CDS,1306706,1307251,+,SL1344_1204,aroQ,5.06,6.10761e-06,3.7553200000000005e-05,1.18,0.260691448,0.566749761
NC_016810.1,CDS,2478178,2478990,-,SL1344_2337,truA,5.06,7.07816e-09,1.38492e-07,0.1,0.900927398,0.9651669409999999
NC_016810.1,CDS,391476,391835,+,SL1344_0344,SL1344_0344,5.06,0.000821318,0.002332583,-1.79,0.099213068,0.361056851
NC_016810.1,CDS,3226154,3226675,+,SL1344_3021,fldB,5.06,6.37088e-09,1.2685499999999998e-07,3.09,0.00026505400000000003,0.011245618
NC_016810.1,CDS,3719301,3720056,-,SL1344_3500,SL1344_3500,5.06,7.77449e-08,9.80475e-07,-1.13,0.201533076,0.5024176379999999
NC_016810.1,CDS,1009255,1010079,-,SL1344_0907,pflA,5.05,9.1571e-10,2.62707e-08,0.1,0.905371637,0.967448505
NC_016810.1,CDS,1184165,1184911,-,SL1344_1076,csgG,5.05,0.000137461,0.000522724,-3.32,0.00068006,0.020491126000000002
NC_016810.1,CDS,2985543,2987081,+,SL1344_2800,emrB,5.05,1.02177e-05,5.7653500000000006e-05,0.95,0.320807822,0.619573309
NC_016810.1,CDS,3036364,3037044,-,SL1344_2849,orgAb,5.05,2.83691e-07,2.94464e-06,-0.21,0.8310281759999999,0.936694415
NC_016810.1,CDS,4699954,4700769,+,SL1344_4365,SL1344_4365,5.05,0.00042293,0.0013306,0.64,0.56793044,0.803331053
NC_016810.1,CDS,2783316,2784650,+,SL1344_2607,srmB,5.05,1.68516e-08,2.83584e-07,-2.26,0.006851549,0.076906077
NC_017718.1,CDS,3971,4420,+,SL1344_P2_0006,yadA,5.04,4.9132e-09,1.03303e-07,0.79,0.344816567,0.639762106
NC_016810.1,CDS,2940149,2943802,+,SL1344_2759,iroC,5.04,0.00250848,0.005963756,0.59,0.672874399,
NC_016810.1,CDS,1349063,1350421,+,SL1344_1248,celB,5.04,2.34617e-06,1.693e-05,-0.6,0.530961911,0.780336004
NC_016810.1,CDS,2760589,2761266,-,SL1344_2579,SL1344_2579,5.04,0.001344643,0.00352783,-1.3,0.28246746699999997,0.587399979
NC_016810.1,CDS,3315122,3316426,-,SL1344_3108,exuT,5.04,0.000475115,0.001467649,0.84,0.462087575,0.7286682520000001
NC_016810.1,CDS,1607295,1610342,-,SL1344_1500,fdnG,5.03,4.7689e-07,4.49483e-06,-0.07,0.94625993,0.98088853
NC_016810.1,CDS,1552682,1553584,+,SL1344_1447,SL1344_1447,5.03,1.1276799999999999e-06,9.15816e-06,0.21,0.828822301,0.9359828370000001
NC_016810.1,CDS,2619659,2619988,+,SL1344_2469,SL1344_2469,5.03,4.03855e-05,0.000185477,-1.86,0.05269026,0.251912471
NC_016810.1,sRNA,1014991,1015135,-,ncRNA0505,RUF_167,5.03,4.38392e-05,0.000198557,0.15,0.889841995,0.96041139
NC_016810.1,CDS,1172764,1174260,-,SL1344_1066,SL1344_1066,5.03,1.02204e-05,5.7653500000000006e-05,0.87,0.36857011799999995,0.659165963
NC_016810.1,CDS,933888,934514,-,SL1344_0838,yliJ,5.03,1.63333e-08,2.7776399999999997e-07,1.25,0.1528705,0.44427691700000005
NC_016810.1,CDS,598623,600008,+,SL1344_0530,cysS,5.03,2.2896599999999997e-09,5.5818199999999995e-08,1.07,0.190530418,0.491561098
NC_016810.1,CDS,1174597,1175277,-,SL1344_1067,SL1344_1067,5.03,0.001530244,0.003936909000000001,-0.48,0.693479953,
